instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,income_level,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
85.0,1.0,0.2653061224489796,0.2727,0.48,0.2631950158692841,10.0,202.0,212.0,84386,2,1,32,9,0,1,1
87.0,1.0,0.2448979591836735,0.2576,0.48,0.2280474903021041,3.0,179.0,212.0,74499,3,1,24,7,2,1,0
88.0,1.0,0.2244897959183673,0.2576,0.48,0.1228400141060303,2.0,110.0,112.0,99867,1,5,45,5,1,1,0
89.0,1.0,0.2244897959183673,0.2576,0.48,0.1228400141060303,1.0,53.0,54.0,33279,4,8,49,2,2,1,0
90.0,1.0,0.2040816326530612,0.2727,0.64,0.0,0.0,48.0,48.0,38206,4,4,56,1,0,0,1
91.0,1.0,0.2040816326530612,0.2576,0.64,0.1053250264488068,1.0,34.0,35.0,27446,5,7,1,8,1,0,1
92.0,1.0,0.1836734693877551,0.2273,0.64,0.1053250264488068,2.0,9.0,11.0,31210,4,10,53,10,2,1,0
93.0,1.0,0.1836734693877551,0.2576,0.64,0.0,0.0,6.0,6.0,58509,3,2,43,3,2,0,0
94.0,1.0,0.1428571428571428,0.197,0.74,0.1053250264488068,0.0,6.0,6.0,23566,5,10,98,10,2,1,1
95.0,1.0,0.1428571428571428,0.197,0.74,0.1053250264488068,0.0,2.0,2.0,80025,2,9,10,6,2,1,0
96.0,1.0,0.1428571428571428,0.2273,0.48,0.2631950158692841,0.0,2.0,2.0,20393,5,8,21,9,1,0,0
97.0,1.0,0.2040816326530612,0.2273,0.47,0.1930175149876572,0.0,3.0,3.0,52783,1,7,16,3,0,0,0
98.0,1.0,0.1836734693877551,0.197,0.47,0.2631950158692841,0.0,33.0,33.0,21595,3,1,98,1,0,1,1
99.0,1.0,0.163265306122449,0.1818,0.43,0.2280474903021041,1.0,87.0,88.0,51454,5,7,78,7,0,1,0
100.0,1.0,0.1836734693877551,0.1818,0.4,0.3508875044081345,3.0,192.0,195.0,77229,1,2,82,3,0,1,0
101.0,1.0,0.2040816326530612,0.197,0.37,0.3860350299753144,6.0,109.0,115.0,76144,4,9,5,6,2,1,1
102.0,1.0,0.2040816326530612,0.197,0.37,0.3860350299753144,4.0,53.0,57.0,29450,4,10,44,8,0,0,0
103.0,1.0,0.2448979591836735,0.2273,0.33,0.3860350299753144,12.0,34.0,46.0,74627,2,8,81,6,0,0,1
104.0,1.0,0.2448979591836735,0.2273,0.33,0.3860350299753144,12.0,74.0,79.0,35892,4,4,22,10,0,0,1
105.0,1.0,0.2653061224489796,0.2576,0.3,0.3508875044081345,6.0,65.0,71.0,57089,3,7,26,1,2,0,0
106.0,1.0,0.2857142857142857,0.2879,0.28,0.2280474903021041,10.0,52.0,62.0,62398,4,7,81,2,2,1,1
107.0,1.0,0.2857142857142857,0.2879,0.28,0.2280474903021041,7.0,55.0,62.0,79682,3,10,63,2,2,0,1
108.0,1.0,0.2857142857142857,0.3182,0.28,0.1053250264488068,4.0,85.0,89.0,73714,5,3,50,2,1,1,1
109.0,1.0,0.2244897959183673,0.2273,0.38,0.2280474903021041,4.0,186.0,190.0,48366,5,7,100,9,1,0,0
110.0,1.0,0.2244897959183673,0.2424,0.38,0.1578699894204772,3.0,166.0,169.0,72969,4,5,6,8,0,1,1
111.0,1.0,0.2244897959183673,0.2576,0.38,0.1228400141060303,5.0,127.0,132.0,42870,5,8,56,6,1,0,1
112.0,1.0,0.2040816326530612,0.2273,0.47,0.1930175149876572,7.0,82.0,89.0,87710,3,9,41,2,2,0,1
113.0,1.0,0.1836734693877551,0.197,0.51,0.2280474903021041,3.0,40.0,43.0,57535,1,6,81,4,0,0,1
114.0,1.0,0.163265306122449,0.197,0.55,0.1578699894204772,1.0,41.0,42.0,72413,4,8,26,6,1,1,0
115.0,1.0,0.1836734693877551,0.2576,0.47,0.0,1.0,18.0,19.0,68747,1,1,65,6,2,0,1
116.0,1.0,0.163265306122449,0.2424,0.55,0.0,0.0,11.0,11.0,29580,2,9,18,8,2,0,0
117.0,1.0,0.1428571428571428,0.2273,0.64,0.0,0.0,4.0,4.0,22427,4,3,52,7,0,1,0
118.0,1.0,0.1428571428571428,0.2273,0.64,0.0,0.0,2.0,2.0,41291,2,9,94,9,2,1,1
119.0,2.0,0.1428571428571428,0.197,0.64,0.1053250264488068,0.0,1.0,1.0,62520,4,4,85,5,1,0,0
120.0,2.0,0.1224489795918367,0.1818,0.69,0.1053250264488068,0.0,4.0,4.0,95012,1,5,46,7,0,0,1
121.0,2.0,0.1224489795918367,0.1667,0.63,0.1228400141060303,0.0,36.0,36.0,71578,5,7,70,9,0,1,0
122.0,2.0,0.1428571428571428,0.2273,0.63,0.0,0.0,95.0,95.0,34920,3,3,28,1,1,1,0
123.0,1.0,0.1428571428571428,0.2273,0.59,0.0,0.0,216.0,219.0,52152,1,1,21,7,1,0,0
124.0,2.0,0.163265306122449,0.2424,0.51,0.0,6.0,116.0,122.0,80215,1,6,10,9,1,1,1
125.0,1.0,0.1836734693877551,0.2576,0.47,0.0,3.0,42.0,45.0,35300,4,10,27,7,1,1,1
126.0,1.0,0.2040816326530612,0.2576,0.44,0.1053250264488068,2.0,57.0,59.0,32937,3,10,35,5,0,0,0
127.0,1.0,0.2448979591836735,0.2879,0.35,0.0,6.0,78.0,84.0,83621,4,6,5,6,2,1,0
128.0,1.0,0.2448979591836735,0.2727,0.35,0.1228400141060303,12.0,55.0,67.0,51500,5,9,60,9,1,0,1
129.0,1.0,0.2653061224489796,0.2727,0.36,0.1930175149876572,11.0,59.0,70.0,70037,2,7,99,9,2,1,0
130.0,1.0,0.2653061224489796,0.2727,0.36,0.0,8.0,54.0,62.0,61345,4,6,95,7,0,1,0
131.0,1.0,0.2448979591836735,0.2576,0.38,0.1930175149876572,12.0,74.0,86.0,73071,5,5,78,8,0,0,1
132.0,1.0,0.2040816326530612,0.2273,0.51,0.1930175149876572,9.0,163.0,172.0,82284,1,8,74,2,1,0,0
133.0,1.0,0.2040816326530612,0.2273,0.51,0.1930175149876572,5.0,158.0,163.0,70046,5,8,58,4,2,1,0
134.0,1.0,0.2040816326530612,0.2576,0.55,0.1053250264488068,3.0,109.0,112.0,77787,1,1,11,1,0,1,0
135.0,1.0,0.1836734693877551,0.2121,0.51,0.1930175149876572,3.0,66.0,69.0,80101,4,9,47,9,2,0,1
136.0,2.0,0.1836734693877551,0.2121,0.55,0.2631950158692841,0.0,48.0,48.0,97121,2,6,19,2,1,1,1
137.0,2.0,0.2040816326530612,0.2121,0.51,0.333372516750911,1.0,51.0,52.0,38789,3,10,91,10,2,1,0
138.0,2.0,0.1836734693877551,0.197,0.59,0.2280474903021041,4.0,19.0,23.0,44654,4,3,91,3,2,0,1
139.0,2.0,0.1836734693877551,0.197,0.64,0.2280474903021041,4.0,13.0,17.0,74166,4,2,5,8,1,1,1
140.0,2.0,0.1836734693877551,0.197,0.69,0.2631950158692841,2.0,5.0,7.0,51410,3,3,91,5,1,1,1
140.0,2.0,0.1836734693877551,0.197,0.69,0.2631950158692841,0.0,1.0,1.0,21065,5,3,63,5,0,1,0
142.0,2.0,0.1836734693877551,0.2121,0.69,0.1578699894204772,0.0,1.0,1.0,60039,3,6,12,8,2,0,1
143.0,3.0,0.2040816326530612,0.2727,0.55,0.0,0.0,5.0,5.0,97847,5,8,89,3,1,0,0
144.0,2.0,0.1836734693877551,0.2576,0.69,0.0,8.0,26.0,34.0,61534,5,8,33,10,1,0,1
145.0,1.0,0.1836734693877551,0.2121,0.69,0.1578699894204772,8.0,76.0,84.0,41567,5,6,55,7,2,1,0
146.0,1.0,0.1836734693877551,0.197,0.51,0.298224991183731,20.0,190.0,84.0,85840,5,5,94,2,0,0,1
147.0,1.0,0.1836734693877551,0.1818,0.47,0.3508875044081345,9.0,125.0,134.0,33115,5,10,47,4,0,0,1
148.0,1.0,0.2040816326530612,0.197,0.37,0.3860350299753144,9.0,47.0,63.0,72126,3,8,3,4,0,0,0
149.0,2.0,0.1836734693877551,0.197,0.4,0.2631950158692841,19.0,48.0,67.0,74669,1,3,15,2,2,0,1
150.0,2.0,0.1836734693877551,0.197,0.37,0.298224991183731,9.0,50.0,59.0,69307,3,7,9,7,1,0,1
151.0,2.0,0.1836734693877551,0.1818,0.37,0.333372516750911,9.0,64.0,73.0,49309,5,9,86,2,0,0,1
152.0,2.0,0.1836734693877551,0.197,0.4,0.298224991183731,7.0,43.0,50.0,98823,1,9,100,10,1,1,1
153.0,2.0,0.1836734693877551,0.2121,0.37,0.1930175149876572,9.0,63.0,72.0,79930,4,10,57,8,1,0,1
154.0,2.0,0.1836734693877551,0.2121,0.37,0.1930175149876572,5.0,82.0,87.0,54571,1,5,32,3,0,1,1
155.0,2.0,0.1836734693877551,0.2576,0.37,0.0,9.0,178.0,187.0,83744,2,10,11,6,1,0,1
156.0,1.0,0.1836734693877551,0.2273,0.4,0.1053250264488068,7.0,116.0,123.0,79105,1,10,84,8,1,0,0
157.0,1.0,0.1428571428571428,0.197,0.55,0.1053250264488068,3.0,92.0,95.0,47677,3,7,72,8,2,0,0
158.0,1.0,0.163265306122449,0.2121,0.47,0.1228400141060303,1.0,50.0,51.0,61155,2,7,99,5,0,0,0
159.0,1.0,0.163265306122449,0.197,0.47,0.1578699894204772,0.0,39.0,39.0,88319,1,7,96,8,2,0,1
160.0,2.0,0.163265306122449,0.197,0.43,0.1930175149876572,2.0,34.0,36.0,80725,4,8,15,1,1,0,0
161.0,2.0,0.163265306122449,0.197,0.51,0.1930175149876572,1.0,14.0,15.0,36171,4,1,26,8,1,0,1
162.0,2.0,0.163265306122449,0.197,0.51,0.1930175149876572,1.0,24.0,25.0,58406,2,5,39,1,2,0,1
163.0,2.0,0.163265306122449,0.2121,0.55,0.1053250264488068,1.0,15.0,16.0,76233,2,8,87,6,0,0,1
164.0,2.0,0.163265306122449,0.2424,0.55,0.0,3.0,13.0,16.0,98186,1,9,81,4,1,1,0
165.0,3.0,0.163265306122449,0.197,0.55,0.1930175149876572,0.0,7.0,7.0,97953,5,7,80,4,0,0,0
166.0,3.0,0.163265306122449,0.197,0.55,0.1930175149876572,0.0,1.0,1.0,92644,1,2,6,6,0,0,0
167.0,2.0,0.1428571428571428,0.1667,0.74,0.1930175149876572,0.0,5.0,5.0,46310,1,9,64,5,1,1,1
168.0,2.0,0.1428571428571428,0.1667,0.74,0.1930175149876572,0.0,2.0,5.0,78808,5,6,19,4,2,1,0
169.0,2.0,0.1428571428571428,0.1818,0.74,0.1228400141060303,1.0,8.0,9.0,57770,5,7,11,10,2,1,1
170.0,3.0,0.1428571428571428,0.1818,0.93,0.1228400141060303,0.0,15.0,15.0,24197,5,2,40,1,1,1,1
171.0,3.0,0.1428571428571428,0.1818,0.93,0.1228400141060303,0.0,20.0,20.0,71255,4,6,15,6,1,0,1
172.0,2.0,0.163265306122449,0.197,0.8,0.1930175149876572,5.0,56.0,61.0,69519,4,5,64,1,0,1,0
173.0,2.0,0.1836734693877551,0.1818,0.69,0.4562125308569413,2.0,60.0,62.0,69976,4,4,75,7,0,1,1
174.0,2.0,0.1836734693877551,0.1818,0.59,0.4210650052897614,8.0,90.0,98.0,99411,5,8,58,4,0,1,0
175.0,1.0,0.1836734693877551,0.1818,0.44,0.3860350299753144,7.0,95.0,102.0,60568,1,5,47,5,0,1,0
176.0,1.0,0.1836734693877551,0.1667,0.32,0.5789349947102387,12.0,83.0,95.0,80773,5,6,96,7,2,1,0
177.0,1.0,0.1836734693877551,0.1667,0.32,0.5263900317385682,5.0,69.0,74.0,25138,1,1,39,6,1,0,1
178.0,1.0,0.163265306122449,0.1364,0.29,0.5263900317385682,8.0,68.0,76.0,94008,3,2,4,1,2,1,0
179.0,1.0,0.1428571428571428,0.1212,0.37,0.6491124955918656,5.0,64.0,69.0,82654,5,6,70,1,2,0,0
180.0,1.0,0.1224489795918367,0.1212,0.39,0.3508875044081345,3.0,52.0,55.0,21127,1,3,48,5,1,0,0
181.0,1.0,0.1224489795918367,0.1212,0.36,0.298224991183731,4.0,26.0,30.0,38125,4,4,5,10,1,0,1
182.0,1.0,0.1020408163265306,0.1212,0.36,0.298224991183731,0.0,28.0,28.0,72945,3,9,10,7,2,0,0
183.0,1.0,0.1020408163265306,0.1061,0.39,0.4210650052897614,2.0,35.0,37.0,85823,5,9,30,6,0,0,1
184.0,1.0,0.1020408163265306,0.1061,0.36,0.4562125308569413,1.0,33.0,34.0,96126,4,9,30,4,0,0,0
185.0,1.0,0.0816326530612245,0.0606,0.39,0.5263900317385682,0.0,22.0,22.0,45440,1,3,32,4,0,1,1
186.0,1.0,0.0816326530612245,0.0758,0.42,0.4562125308569413,1.0,24.0,25.0,20482,2,5,92,1,1,1,1
187.0,1.0,0.0816326530612245,0.0606,0.42,0.5439050193957917,0.0,12.0,12.0,71989,1,5,36,3,2,1,1
188.0,1.0,0.0816326530612245,0.0606,0.46,0.5439050193957917,0.0,11.0,11.0,94192,1,5,74,7,2,0,1
189.0,1.0,0.0816326530612245,0.0758,0.46,0.4912425061713882,0.0,4.0,4.0,39504,5,8,69,2,0,0,1
190.0,1.0,0.0612244897959183,0.0909,0.53,0.2280474903021041,0.0,1.0,1.0,36160,3,10,24,10,0,0,1
191.0,1.0,0.0612244897959183,0.0909,0.53,0.2280474903021041,0.0,1.0,1.0,25384,1,8,42,3,1,0,1
192.0,1.0,0.0816326530612245,0.0909,0.49,0.333372516750911,0.0,1.0,1.0,73111,4,6,27,1,2,0,0
193.0,1.0,0.0612244897959183,0.0909,0.53,0.2280474903021041,1.0,5.0,6.0,78766,4,9,70,9,0,0,1
194.0,1.0,0.0816326530612245,0.0909,0.49,0.333372516750911,0.0,10.0,10.0,83147,4,2,83,3,1,1,1
195.0,1.0,0.1020408163265306,0.0758,0.46,0.6140825202774186,0.0,19.0,19.0,31934,3,4,40,8,1,0,0
196.0,1.0,0.1224489795918367,0.1061,0.43,0.4562125308569413,0.0,49.0,49.0,94615,2,5,8,3,2,0,0
197.0,1.0,0.1428571428571428,0.1212,0.4,0.6140825202774186,2.0,47.0,49.0,52146,1,4,80,5,1,1,1
198.0,1.0,0.163265306122449,0.1364,0.37,0.5263900317385682,4.0,79.0,83.0,67726,4,5,95,6,1,1,1
199.0,1.0,0.1836734693877551,0.1667,0.34,0.5263900317385682,6.0,69.0,75.0,68738,3,2,41,10,2,1,0
200.0,1.0,0.2040816326530612,0.1818,0.32,0.5439050193957917,8.0,64.0,72.0,56005,3,3,50,10,1,0,1
201.0,1.0,0.2040816326530612,0.197,0.35,0.4210650052897614,5.0,77.0,82.0,85322,2,5,59,7,2,0,1
201.0,1.0,0.1836734693877551,0.1667,0.34,0.5263900317385682,13.0,79.0,92.0,74255,3,4,27,2,2,0,1
203.0,1.0,0.163265306122449,0.1515,0.37,0.4562125308569413,3.0,59.0,62.0,85345,4,6,43,5,0,1,0
204.0,1.0,0.1428571428571428,0.1364,0.4,0.3860350299753144,4.0,44.0,48.0,65683,5,5,16,4,1,1,1
205.0,1.0,0.1428571428571428,0.1364,0.43,0.3860350299753144,1.0,40.0,41.0,31171,2,10,22,6,1,0,1
206.0,1.0,0.1224489795918367,0.1212,0.46,0.298224991183731,0.0,38.0,38.0,75177,3,3,30,9,2,1,0
207.0,1.0,0.1224489795918367,0.1061,0.46,0.4912425061713882,1.0,19.0,20.0,79462,2,2,68,10,2,1,1
208.0,1.0,0.1224489795918367,0.1212,0.46,0.3508875044081345,5.0,10.0,15.0,62222,2,4,7,10,2,0,1
209.0,1.0,0.1020408163265306,0.1364,0.5,0.2280474903021041,0.0,6.0,6.0,36891,4,9,22,4,0,1,0
210.0,1.0,0.1020408163265306,0.1212,0.5,0.333372516750911,2.0,3.0,5.0,96696,1,10,52,10,0,1,1
211.0,1.0,0.1020408163265306,0.1212,0.5,0.333372516750911,1.0,0.0,1.0,85467,5,4,71,7,1,1,0
212.0,1.0,0.1020408163265306,0.1212,0.5,0.2631950158692841,0.0,3.0,3.0,93600,5,9,37,7,1,0,1
213.0,1.0,0.1020408163265306,0.1212,0.5,0.2631950158692841,0.0,1.0,1.0,89051,2,5,58,3,1,0,0
214.0,1.0,0.0816326530612245,0.1212,0.54,0.1578699894204772,1.0,2.0,3.0,37031,3,10,39,5,2,0,0
215.0,1.0,0.0816326530612245,0.1061,0.54,0.298224991183731,0.0,3.0,3.0,44054,1,5,97,6,1,0,0
216.0,1.0,0.1020408163265306,0.1212,0.5,0.333372516750911,0.0,31.0,31.0,90523,3,10,31,7,2,0,1
217.0,1.0,0.1020408163265306,0.1212,0.5,0.2631950158692841,2.0,75.0,77.0,86136,5,8,61,4,1,1,0
218.0,2.0,0.1020408163265306,0.1212,0.5,0.333372516750911,4.0,184.0,188.0,37221,1,2,87,2,2,1,0
219.0,2.0,0.1224489795918367,0.1212,0.5,0.298224991183731,2.0,92.0,94.0,66665,3,4,47,10,2,1,1
