instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,income_level,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
16.0,0.3333333333333333,0.42857142857142855,0.4394,0.77,0.2234197906552444,0.10899182561307902,0.07900677200902934,0.11168032786885246,0.4813925870366898,0.25,0.3333333333333333,0.38383838383838387,0.4444444444444445,1.0,1.0,1.0
17.0,0.3333333333333333,0.4081632653061224,0.4242,0.82,0.3508875044081345,0.11171662125340599,0.05869074492099322,0.09426229508196722,0.17962372648290514,0.75,0.7777777777777777,0.9494949494949496,0.7777777777777777,0.5,1.0,1.0
18.0,0.3333333333333333,0.42857142857142855,0.4394,0.82,0.33337251675091106,0.04087193460490463,0.05869074492099322,0.06762295081967214,0.09888118007375457,0.5,0.1111111111111111,0.29292929292929293,0.8888888888888888,0.5,1.0,1.0
19.0,0.6666666666666667,0.4081632653061224,0.4242,0.88,0.298224991183731,0.024523160762942777,0.02934537246049661,0.034836065573770496,0.038252390774423384,1.0,0.7777777777777777,0.21212121212121213,0.6666666666666665,1.0,1.0,1.0
20.0,0.6666666666666667,0.4081632653061224,0.4242,0.88,0.298224991183731,0.01634877384196185,0.034988713318284424,0.036885245901639344,0.9941246327895494,1.0,0.1111111111111111,0.6060606060606062,0.8888888888888888,1.0,1.0,0.0
21.0,0.14193422844911457,0.3877551020408163,0.4091,0.87,0.298224991183731,0.02997275204359673,0.02821670428893905,0.035860655737704916,0.18163635227201697,0.25,1.0,0.4444444444444445,0.2222222222222222,0.0,0.0,0.0
22.0,0.3333333333333333,0.3877551020408163,0.4091,0.87,0.22804749030210417,0.008174386920980926,0.034988713318284424,0.03381147540983607,0.7549721857616101,0.5,0.6666666666666665,0.43434343434343436,0.6666666666666665,1.0,0.0,0.0
23.0,0.3333333333333333,0.3877551020408163,0.4091,0.94,0.2631950158692841,0.02997275204359673,0.019187358916478554,0.027663934426229508,0.477604850303144,0.5,0.0,0.8484848484848486,0.6666666666666665,0.5,0.0,0.0
24.0,0.3333333333333333,0.4489795918367347,0.4545,0.88,0.3508875044081345,0.04087193460490463,0.02708803611738149,0.0389344262295082,0.822226389149322,1.0,0.5555555555555556,0.0,0.3333333333333333,0.0,1.0,1.0
25.0,0.3333333333333333,0.4489795918367347,0.4545,0.88,0.3508875044081345,0.010899182561307902,0.014672686230248306,0.01639344262295082,0.8793549596849803,0.25,0.1111111111111111,0.1414141414141414,0.7777777777777777,0.5,0.0,1.0
26.0,0.3333333333333333,0.42857142857142855,0.4394,0.94,0.298224991183731,0.0027247956403269754,0.01805869074492099,0.01639344262295082,0.9290205637852367,1.0,1.0,0.060606060606060615,0.6666666666666665,0.5,0.0,0.0
27.0,0.3333333333333333,0.4081632653061224,0.4242,1.0,0.33337251675091106,0.0027247956403269754,0.009029345372460496,0.00819672131147541,0.4945434089630602,0.0,0.4444444444444445,0.5555555555555557,1.0,0.0,1.0,1.0
28.0,0.3333333333333333,0.4489795918367347,0.4545,0.94,0.22804749030210417,0.005449591280653951,0.004514672686230248,0.005122950819672131,0.8811425714107133,1.0,0.5555555555555556,0.8787878787878789,0.5555555555555556,1.0,0.0,1.0
29.0,0.3333333333333333,0.4489795918367347,0.4545,0.94,0.22804749030210417,0.005449591280653951,0.001128668171557562,0.002049180327868852,0.8336646040377524,1.0,0.6666666666666665,0.6363636363636365,0.5555555555555556,0.0,0.0,0.0
30.0,0.6666666666666667,0.4081632653061224,0.4242,0.77,0.3508875044081345,0.0,0.002257336343115124,0.0010245901639344263,0.8134008375523472,0.0,0.0,0.08080808080808081,0.2222222222222222,1.0,0.0,0.0
31.0,0.3333333333333333,0.3877551020408163,0.4091,0.76,0.22804749030210417,0.0,0.001128668171557562,0.0,0.4691668229264329,0.5,0.2222222222222222,0.8888888888888891,0.2222222222222222,0.0,1.0,1.0
32.0,0.6666666666666667,0.3877551020408163,0.4091,0.71,0.2631950158692841,0.0,0.009029345372460496,0.007172131147540984,0.09553097068566785,0.75,0.2222222222222222,0.6565656565656567,0.0,1.0,0.0,1.0
33.0,0.3333333333333333,0.36734693877551017,0.3939,0.76,0.2631950158692841,0.0027247956403269754,0.021444695259593676,0.0194672131147541,0.5581223826489157,0.0,0.2222222222222222,0.8686868686868688,0.4444444444444445,1.0,1.0,0.0
34.0,0.3333333333333333,0.3469387755102041,0.3485,0.81,0.2631950158692841,0.01907356948228883,0.05191873589164785,0.05327868852459017,0.709294330895681,0.0,0.7777777777777777,0.38383838383838387,0.1111111111111111,0.0,0.0,1.0
35.0,0.3333333333333333,0.3469387755102041,0.3333,0.71,0.298224991183731,0.043596730245231606,0.06094808126410835,0.07069672131147542,0.594674667166698,0.0,0.0,0.5555555555555557,0.7777777777777777,0.0,0.0,0.0
36.0,0.3333333333333333,0.3469387755102041,0.3333,0.66,0.3508875044081345,0.05449591280653951,0.08239277652370203,0.09426229508196722,0.9298456153509596,0.5,0.8888888888888888,0.6363636363636365,0.1111111111111111,0.5,1.0,0.0
37.0,0.3333333333333333,0.3469387755102041,0.3485,0.66,0.15786998942047725,0.02997275204359673,0.07223476297968397,0.07581967213114754,0.4695043440215014,1.0,0.3333333333333333,0.5050505050505052,0.8888888888888888,1.0,0.0,0.0
38.0,0.6666666666666667,0.3469387755102041,0.3485,0.76,0.22804749030210417,0.010899182561307902,0.06207674943566591,0.059426229508196725,0.616663541471342,0.75,0.8888888888888888,0.09090909090909093,0.1111111111111111,1.0,1.0,0.0
39.0,0.6666666666666667,0.326530612244898,0.3333,0.81,0.19301751498765723,0.051771117166212535,0.06207674943566591,0.07479508196721311,0.6167885492843304,0.75,0.5555555555555556,0.25252525252525254,0.0,0.5,1.0,0.0
40.0,0.6666666666666667,0.326530612244898,0.3333,0.71,0.19301751498765723,0.024523160762942777,0.07562076749435666,0.07684426229508197,0.2142258891180699,0.25,0.5555555555555556,0.4646464646464647,0.4444444444444445,0.0,1.0,1.0
41.0,0.0,0.326530612244898,0.3333,0.57,0.22804749030210417,0.01907356948228883,0.0654627539503386,0.06557377049180328,0.7202825176573535,0.0,0.5555555555555556,0.36363636363636365,1.0,0.0,0.0,1.0
42.0,0.3333333333333333,0.3469387755102041,0.3333,0.46,0.38603502997531447,0.027247956403269755,0.04853273137697516,0.05327868852459017,0.27034189636852307,0.5,0.4444444444444445,0.8181818181818183,0.4444444444444445,1.0,0.0,0.0
43.0,0.0,0.30612244897959184,0.2879,0.42,0.5263900317385682,0.0027247956403269754,0.0327313769751693,0.029713114754098362,0.07362960185011563,1.0,0.1111111111111111,0.19191919191919193,0.2222222222222222,0.5,0.0,0.0
44.0,0.0,0.2857142857142857,0.2727,0.39,0.42106500528976143,0.013623978201634877,0.019187358916478554,0.02151639344262295,0.717582348896806,1.0,0.7777777777777777,0.15151515151515152,0.3333333333333333,0.5,0.0,1.0
45.0,0.0,0.2448979591836735,0.2273,0.44,0.38603502997531447,0.02997275204359673,0.02257336343115124,0.030737704918032786,0.049903118944934044,1.0,0.5555555555555556,0.36363636363636365,0.5555555555555556,0.5,1.0,0.0
46.0,0.0,0.22448979591836735,0.2121,0.44,0.3508875044081345,0.0,0.010158013544018058,0.00819672131147541,0.8046502906431652,0.75,0.1111111111111111,0.050505050505050504,0.6666666666666665,0.0,0.0,1.0
47.0,0.0,0.20408163265306123,0.2273,0.47,0.19301751498765723,0.0,0.009029345372460496,0.007172131147540984,0.8357272329520595,0.75,0.7777777777777777,0.595959595959596,0.7777777777777777,0.0,0.0,1.0
48.0,0.0,0.20408163265306123,0.197,0.44,0.42106500528976143,0.0,0.00564334085778781,0.19307486153766648,0.918332395774736,0.75,0.2222222222222222,0.4646464646464647,0.0,0.5,1.0,0.0
49.0,0.0,0.1836734693877551,0.1667,0.44,0.49124250617138826,0.0,0.002257336343115124,0.0010245901639344263,0.34047127945496597,0.0,0.5555555555555556,0.31313131313131315,0.7777777777777777,0.5,0.0,0.0
50.0,0.0,0.14285714285714288,0.1364,0.47,0.45621253085694136,0.0,0.001128668171557562,0.0,0.14838427401712606,0.75,0.6666666666666665,0.8989898989898991,0.5555555555555556,1.0,0.0,1.0
51.0,0.0,0.14285714285714288,0.1364,0.47,0.2234197906552444,0.0,0.003386004514672686,0.002049180327868852,0.33168323020188767,0.5,0.7777777777777777,0.8282828282828284,0.3333333333333333,0.5,1.0,0.0
52.0,0.0,0.12244897959183676,0.1061,0.5,0.45621253085694136,0.0,0.03386004514672686,0.029713114754098362,0.06789174323395208,0.5,0.2222222222222222,0.7070707070707072,0.5555555555555556,0.0,1.0,1.0
53.0,0.0,0.12244897959183676,0.1364,0.5,0.22804749030210417,0.0027247956403269754,0.07110609480812641,0.06454918032786885,0.4756547284205263,1.0,0.8888888888888888,0.9494949494949496,0.8888888888888888,0.0,0.0,0.0
54.0,0.0,0.12244897959183676,0.1212,0.5,0.33337251675091106,0.0027247956403269754,0.17268623024830698,0.15676229508196723,0.2931933245827864,0.0,0.5555555555555556,0.15151515151515152,0.5555555555555556,0.0,0.0,0.0
55.0,0.0,0.14285714285714288,0.1364,0.43,0.45621253085694136,0.01907356948228883,0.09142212189616251,0.08913934426229508,0.41928870554409653,0.25,0.8888888888888888,0.9494949494949496,0.8888888888888888,0.0,0.0,1.0
56.0,0.0,0.163265306122449,0.1667,0.43,0.298224991183731,0.02997275204359673,0.03724604966139954,0.04405737704918033,0.6378773673354585,0.5,0.1111111111111111,0.585858585858586,0.6666666666666665,1.0,0.0,1.0
57.0,0.0,0.1836734693877551,0.1818,0.4,0.38603502997531447,0.027247956403269755,0.046275395033860044,0.05122950819672131,0.9487217951121947,0.5,0.8888888888888888,0.08080808080808081,0.1111111111111111,0.5,1.0,0.0
58.0,0.0,0.20408163265306123,0.2121,0.35,0.3508875044081345,0.03542234332425068,0.05417607223476298,0.06147540983606557,0.1264579036189762,0.75,0.4444444444444445,0.8686868686868688,0.2222222222222222,0.0,0.0,1.0
59.0,0.0,0.22448979591836735,0.2121,0.35,0.33337251675091106,0.021798365122615803,0.05981941309255079,0.06147540983606557,0.023101443840239988,0.75,0.0,0.5151515151515152,0.6666666666666665,0.5,1.0,0.0
60.0,0.0,0.2448979591836735,0.2424,0.3,0.33337251675091106,0.02997275204359673,0.07449209932279909,0.0778688524590164,0.0051878242390149265,0.25,0.1111111111111111,0.07070707070707072,0.5555555555555556,1.0,0.0,1.0
61.0,0.0,0.2448979591836735,0.2424,0.3,0.298224991183731,0.03814713896457766,0.0654627539503386,0.07274590163934426,0.7741358834927183,0.0,0.7777777777777777,1.0,0.2222222222222222,0.5,1.0,0.0
62.0,0.0,0.2448979591836735,0.2424,0.3,0.298224991183731,0.024523160762942777,0.07562076749435666,0.07684426229508197,0.7824364022751422,0.75,0.8888888888888888,0.32323232323232326,0.7777777777777777,0.0,1.0,0.0
63.0,0.0,0.22448979591836735,0.2273,0.3,0.2631950158692841,0.02997275204359673,0.16478555304740405,0.1598360655737705,0.8883305206575411,0.75,1.0,0.6060606060606062,0.1111111111111111,0.5,0.0,1.0
64.0,0.0,0.22448979591836735,0.2576,0.32,0.12284001410603033,0.024523160762942777,0.16704288939051917,0.1598360655737705,0.129283080192512,0.5,0.4444444444444445,0.585858585858586,0.6666666666666665,1.0,0.0,1.0
65.0,0.0,0.1836734693877551,0.2576,0.47,0.0,0.021798365122615803,0.11512415349887133,0.11168032786885246,0.6078879929995624,0.25,0.3333333333333333,0.21212121212121213,0.7777777777777777,0.5,0.0,0.0
66.0,0.0,0.1836734693877551,0.2273,0.47,0.12284001410603033,0.008174386920980926,0.05530474040632054,0.05225409836065574,0.03407712982061378,0.5,0.3333333333333333,0.010101010101010102,0.7777777777777777,0.0,0.0,1.0
67.0,0.0,0.163265306122449,0.197,0.64,0.15786998942047725,0.008174386920980926,0.05530474040632054,0.05225409836065574,0.7448965560347522,0.0,0.8888888888888888,0.98989898989899,0.5555555555555556,0.0,1.0,1.0
68.0,0.0,0.12244897959183676,0.1515,0.69,0.15786998942047725,0.0,0.02257336343115124,0.0194672131147541,0.36409775610975686,1.0,0.4444444444444445,0.686868686868687,0.2222222222222222,0.0,0.0,0.0
69.0,0.0,0.163265306122449,0.2121,0.55,0.12284001410603033,0.0027247956403269754,0.012415349887133182,0.011270491803278689,0.5355209700606287,0.5,1.0,0.5656565656565657,0.2222222222222222,0.0,1.0,0.0
70.0,0.0,0.14285714285714288,0.4760846711064376,0.55,0.12284001410603033,0.0,0.00564334085778781,0.004098360655737705,0.07919244952809551,0.0,0.5555555555555556,0.48484848484848486,0.7777777777777777,1.0,0.0,0.0
71.0,0.0,0.14285714285714288,0.4760846711064376,0.59,0.12284001410603033,0.0,0.002257336343115124,0.0010245901639344263,0.49350584411525716,0.25,0.4444444444444445,0.6767676767676769,0.0,1.0,1.0,0.0
72.0,0.0,0.12244897959183676,0.1515,0.63,0.15786998942047725,0.0,0.001128668171557562,0.0,0.8573535845990374,0.75,0.4444444444444445,0.8383838383838385,0.7777777777777777,0.5,0.0,1.0
8678.806666277509,0.0,0.12244897959183676,0.1818,0.63,0.10532502644880687,0.0,0.002257336343115124,0.0010245901639344263,0.00038752422026372413,1.0,0.2222222222222222,0.9292929292929294,0.3333333333333333,0.0,1.0,0.0
74.0,0.0,0.10204081632653061,0.1515,0.68,0.12284001410603033,0.0,0.004514672686230248,0.0030737704918032786,0.26804175260953805,1.0,0.7777777777777777,0.6565656565656567,0.1111111111111111,1.0,0.0,0.0
75.0,0.0,0.10204081632653061,0.1515,0.74,0.12284001410603033,0.0,0.040632054176072234,0.035860655737704916,0.06419151196949807,1.0,0.5555555555555556,0.787878787878788,0.6666666666666665,1.0,0.0,0.0
76.0,0.0,0.10204081632653061,0.1515,0.74,0.15786998942047725,0.005449591280653951,0.1038374717832957,0.09528688524590165,0.31484467779236197,0.5,0.0,0.7474747474747476,0.4444444444444445,0.5,0.0,1.0
77.0,0.0,0.12244897959183676,0.1515,0.69,0.19301751498765723,0.005449591280653951,0.19977426636568846,0.1823770491803279,0.4379523720232515,0.5,0.0,0.9191919191919193,0.3333333333333333,0.5,0.0,0.0
78.0,0.0,0.14285714285714288,0.1515,0.64,0.2631950158692841,0.005449591280653951,0.11060948081264108,0.1014344262295082,0.5075692230764424,1.0,0.5555555555555556,0.7373737373737375,0.6666666666666665,1.0,0.0,0.0
79.0,0.3333333333333333,0.14285714285714288,0.1364,0.69,0.38603502997531447,0.013623978201634877,0.04176072234762979,0.19307486153766648,0.1658478654915932,1.0,0.0,0.25252525252525254,0.0,1.0,1.0,1.0
80.0,0.0,0.20408163265306123,0.2121,0.51,0.3508875044081345,0.01907356948228883,0.0564334085778781,0.05737704918032787,0.512244515282205,0.5,0.0,0.8080808080808082,0.8888888888888888,1.0,0.0,1.0
81.0,0.0,0.20408163265306123,0.2273,0.51,0.19301751498765723,0.0326975476839237,0.07449209932279909,0.07889344262295082,0.119807487967998,0.75,0.6666666666666665,0.787878787878788,0.4444444444444445,0.5,1.0,1.0
82.0,0.0,0.22448979591836735,0.2273,0.56,0.22804749030210417,0.049046321525885554,0.0891647855530474,0.09836065573770492,0.18656166010375647,0.75,0.4444444444444445,0.5050505050505052,0.7777777777777777,0.5,1.0,0.0
83.0,0.0,0.2448979591836735,0.2576,0.52,0.2631950158692841,0.024523160762942777,0.06094808126410835,0.06352459016393443,0.6780548784299019,0.75,0.3333333333333333,0.12121212121212123,0.1111111111111111,1.0,0.0,0.0
84.0,0.0,0.2653061224489796,0.2727,0.52,0.298224991183731,0.04632152588555858,0.05417607223476298,0.06557377049180328,0.28841802612663286,0.5,0.5555555555555556,0.9494949494949496,1.0,0.0,0.0,1.0
85.0,0.0,0.2857142857142857,0.2879,0.49,0.298224991183731,0.04087193460490463,0.07674943566591422,0.08401639344262296,0.15804737796112256,0.5,0.6666666666666665,0.7272727272727274,0.2222222222222222,0.5,1.0,1.0
8678.806666277509,0.0,0.2653061224489796,0.2727,0.48,0.2631950158692841,0.027247956403269755,0.22799097065462753,0.21618852459016397,0.6113007062941433,1.0,1.0,0.31313131313131315,1.0,0.5,1.0,1.0
87.0,0.0,0.2448979591836735,0.2576,0.48,0.22804749030210417,0.008174386920980926,0.2020316027088036,0.19307486153766648,0.6479404962810176,0.25,0.8888888888888888,0.7171717171717172,0.7777777777777777,0.5,1.0,0.0
88.0,0.0,0.22448979591836735,0.2576,0.48,0.12284001410603033,0.005449591280653951,0.12415349887133181,0.11372950819672131,0.6360272517032315,0.75,0.6666666666666665,0.8080808080808082,0.6666666666666665,0.0,1.0,1.0
89.0,0.0,0.22448979591836735,0.2576,0.48,0.12284001410603033,0.0027247956403269754,0.05981941309255079,0.054303278688524595,0.06655415963497718,0.5,0.7777777777777777,0.7777777777777779,0.2222222222222222,1.0,0.0,1.0
90.0,0.0,0.20408163265306123,0.2727,0.64,0.0,0.0,0.05417607223476298,0.04815573770491803,0.8464779048690545,1.0,0.1111111111111111,0.6666666666666667,0.6666666666666665,1.0,1.0,0.0
91.0,0.0,0.20408163265306123,0.2576,0.64,0.10532502644880687,0.0027247956403269754,0.03837471783295711,0.034836065573770496,0.8410150634414653,1.0,0.1111111111111111,0.5656565656565657,0.1111111111111111,0.5,0.0,0.0
92.0,0.0,0.1836734693877551,0.2273,0.6267715067854855,0.10532502644880687,0.005449591280653951,0.010158013544018058,0.010245901639344263,0.2980061253828364,1.0,0.2222222222222222,0.98989898989899,0.1111111111111111,0.0,0.0,1.0
93.0,0.0,0.1836734693877551,0.2576,0.64,0.0,0.0,0.006772009029345372,0.005122950819672131,0.25004062753922124,0.0,0.4444444444444445,0.0202020202020202,0.2222222222222222,1.0,0.0,1.0
94.0,0.0,0.14285714285714288,0.197,0.74,0.10532502644880687,0.0,0.006772009029345372,0.005122950819672131,0.553209575598475,0.75,0.0,0.4646464646464647,0.7777777777777777,1.0,1.0,1.0
95.0,0.0,0.14285714285714288,0.197,0.74,0.10532502644880687,0.0,0.002257336343115124,0.0010245901639344263,0.14749671854490903,0.5,0.8888888888888888,0.9595959595959597,0.4444444444444445,1.0,0.0,0.0
96.0,0.0,0.4871271036399635,0.2273,0.48,0.2631950158692841,0.0,0.002257336343115124,0.0010245901639344263,0.6392649540596287,0.25,0.7777777777777777,0.5555555555555557,0.5555555555555556,0.0,1.0,1.0
97.0,0.0,0.20408163265306123,0.2273,0.47,0.19301751498765723,0.0,0.003386004514672686,0.002049180327868852,0.215175948496781,0.25,0.2222222222222222,0.07070707070707072,0.2222222222222222,0.0,1.0,1.0
98.0,0.0,0.1836734693877551,0.197,0.47,0.2631950158692841,0.0,0.03724604966139954,0.03278688524590164,0.45431589474342143,0.25,0.4444444444444445,0.1414141414141414,0.5555555555555556,1.0,0.0,0.0
99.0,0.0,0.163265306122449,0.1818,0.43,0.22804749030210417,0.0027247956403269754,0.0981941309255079,0.08913934426229508,0.907531720732546,0.5,0.7777777777777777,0.030303030303030304,0.1111111111111111,0.5,0.0,1.0
100.0,0.0,0.1836734693877551,0.1818,0.4,0.3508875044081345,0.008174386920980926,0.21670428893905191,0.19877049180327871,0.04431526970435651,0.0,0.2222222222222222,0.9595959595959597,1.0,1.0,1.0,0.0
101.0,0.0,0.20408163265306123,0.197,0.37,0.38603502997531447,0.01634877384196185,0.12302483069977425,0.1168032786885246,0.9933120820051253,1.0,0.3333333333333333,0.6565656565656567,0.5555555555555556,0.5,0.0,1.0
102.0,0.0,0.20408163265306123,0.197,0.37,0.38603502997531447,0.010899182561307902,0.05981941309255079,0.05737704918032787,0.06991686980436274,0.5,0.7777777777777777,0.12121212121212123,0.0,0.5,1.0,1.0
103.0,0.0,0.2448979591836735,0.2273,0.33,0.38603502997531447,0.0326975476839237,0.03837471783295711,0.04610655737704918,0.28705544096506036,0.25,0.7777777777777777,0.19191919191919193,0.1111111111111111,0.5,0.0,1.0
104.0,0.0,0.2448979591836735,0.2273,0.33,0.38603502997531447,0.0970691940908192,0.08352144469525959,0.07991803278688525,0.25619101193824617,0.25,1.0,0.9393939393939396,0.3333333333333333,0.5,0.0,0.0
105.0,0.0,0.2653061224489796,0.2576,0.3,0.3508875044081345,0.01634877384196185,0.07336343115124153,0.07172131147540983,0.5339208700543785,0.5,0.3333333333333333,0.38383838383838387,1.0,0.5,0.0,0.0
106.0,0.0,0.2857142857142857,0.2879,0.28,0.22804749030210417,0.027247956403269755,0.05869074492099322,0.0625,0.14520907556722296,0.75,0.6666666666666665,0.5050505050505052,0.0,1.0,1.0,0.0
107.0,0.0,0.2857142857142857,0.2879,0.28,0.22804749030210417,0.01907356948228883,0.06207674943566591,0.0625,0.48073004562785177,0.5,0.6666666666666665,0.7474747474747476,0.8888888888888888,1.0,1.0,1.0
108.0,0.0,0.2857142857142857,0.3182,0.28,0.10532502644880687,0.010899182561307902,0.09593679458239276,0.09016393442622951,0.8211263203950248,0.25,0.8888888888888888,0.6464646464646465,0.4444444444444445,0.5,0.0,1.0
109.0,0.0,0.22448979591836735,0.2273,0.38,0.22804749030210417,0.010899182561307902,0.20993227990970653,0.1936475409836066,0.961197574848428,0.0,0.4444444444444445,0.5656565656565657,0.7777777777777777,0.0,0.0,0.0
110.0,0.0,0.22448979591836735,0.2424,0.38,0.15786998942047725,0.008174386920980926,0.1873589164785553,0.17213114754098363,0.3838989936871054,0.5,0.4444444444444445,0.11111111111111112,1.0,0.5,1.0,0.0
111.0,0.0,0.22448979591836735,0.2576,0.38,0.12284001410603033,0.013623978201634877,0.14334085778781036,0.13422131147540986,0.555647227951747,0.5,0.0,0.494949494949495,0.7777777777777777,1.0,0.0,1.0
112.0,0.0,0.20408163265306123,0.2273,0.47,0.19301751498765723,0.01907356948228883,0.09255079006772009,0.09016393442622951,0.8334520907556724,1.0,1.0,0.8787878787878789,0.3333333333333333,0.0,0.0,1.0
113.0,0.0,0.1836734693877551,0.197,0.51,0.22804749030210417,0.008174386920980926,0.04514672686230248,0.0430327868852459,0.6896306019126195,0.25,0.4444444444444445,0.25252525252525254,0.1111111111111111,0.5,0.0,1.0
114.0,0.0,0.163265306122449,0.197,0.55,0.15786998942047725,0.0027247956403269754,0.046275395033860044,0.042008196721311473,0.1771860741296331,0.0,0.4444444444444445,0.25252525252525254,0.6666666666666665,1.0,1.0,1.0
115.0,0.0,0.1836734693877551,0.2576,0.47,0.0,0.0027247956403269754,0.020316027088036117,0.018442622950819672,0.5800487530470655,0.25,0.8888888888888888,0.9595959595959597,0.6666666666666665,0.5,0.0,1.0
116.0,0.0,0.163265306122449,0.2424,0.55,0.0,0.0,0.012415349887133182,0.010245901639344263,0.7695105944121508,0.25,1.0,0.15151515151515152,0.7777777777777777,0.5,0.0,0.0
117.0,0.0,0.14285714285714288,0.2273,0.64,0.0,0.0,0.004514672686230248,0.0030737704918032786,0.9208075504719047,0.25,0.8888888888888888,0.10101010101010102,1.0,0.0,0.0,0.0
118.0,0.0,0.14285714285714288,0.2273,0.64,0.0,0.0,0.002257336343115124,0.0010245901639344263,0.5470216888555535,0.75,0.8888888888888888,0.6565656565656567,0.3333333333333333,0.0,0.0,0.0
119.0,0.3333333333333333,0.14285714285714288,0.197,0.64,0.10532502644880687,0.0,0.001128668171557562,0.0,0.16769798112382023,0.75,0.8888888888888888,0.030303030303030304,0.1111111111111111,0.0,1.0,1.0
120.0,0.3333333333333333,0.12244897959183676,0.1818,0.69,0.10532502644880687,0.0,0.004514672686230248,0.0030737704918032786,0.7259953747109194,0.0,0.6666666666666665,0.6262626262626264,0.1111111111111111,0.0,1.0,0.0
121.0,0.3333333333333333,0.12244897959183676,0.1667,0.63,0.12284001410603033,0.0,0.040632054176072234,0.035860655737704916,0.03221451340708792,1.0,0.3333333333333333,0.33333333333333337,0.7777777777777777,1.0,1.0,0.0
122.0,0.3333333333333333,0.14285714285714288,0.2273,0.6267715067854855,0.0,0.0,0.10722347629796838,0.09631147540983608,0.10048128008000501,1.0,1.0,0.9494949494949496,1.0,0.0,1.0,0.0
123.0,0.0,0.14285714285714288,0.2273,0.59,0.0,0.0970691940908192,0.2437923250564334,0.22336065573770494,0.7987999249953124,0.75,0.3333333333333333,0.26262626262626265,0.0,0.5,1.0,1.0
